feature_2,feature_3,feature_5,feature_7,feature_10,feature_13,feature_14,target,feature_1_1,feature_4_2,feature_4_3,feature_6_2,feature_6_3,feature_6_4,feature_6_5,feature_6_7,feature_6_8,feature_6_9,feature_8_1,feature_9_1,feature_11_1,feature_12_2,feature_12_3
21.75,11.75,8,0.25,0,180,1,0,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False
25.08,2.54,6,0.25,0,370,1,1,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
36.33,2.125,9,0.085,1,50,1188,1,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False
28.58,3.75,8,0.25,1,40,155,0,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False
22.17,12.125,8,3.335,2,180,174,0,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False
34.17,1.54,13,1.54,1,520,50001,1,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False
35.0,2.5,3,1.0,0,210,1,0,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False
28.58,3.625,6,0.25,0,100,1,0,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False
19.17,5.415,3,0.29,0,80,485,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
23.25,1.0,8,0.835,0,300,1,1,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False
16.5,0.125,8,0.165,0,132,1,0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
20.08,0.125,11,1.0,1,240,769,1,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
22.33,11.0,9,2.0,1,80,279,1,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False
34.0,5.085,3,1.085,0,480,1,0,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False
57.08,0.335,3,1.0,0,252,2198,0,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False
16.25,0.835,7,0.085,0,200,1,0,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False
32.83,2.5,13,2.75,6,160,2073,1,True,True,False,False,False,False,False,False,True,False,True,True,False,True,False
48.25,25.085,9,1.75,3,120,15,1,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False
34.17,2.75,3,2.5,0,232,201,0,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False
18.33,1.21,10,0.0,0,100,1,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
44.25,0.5,7,10.75,0,400,1,0,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False
38.92,1.75,4,0.5,0,300,3,0,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False
31.58,0.75,6,3.5,0,320,1,0,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False
25.08,1.71,14,1.665,1,395,21,1,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False
65.42,11.0,10,20.0,7,22,1,1,True,True,False,False,False,False,False,False,False,True,True,True,True,True,False
41.33,0.0,8,15.0,0,0,1,1,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False
31.25,1.125,1,0.0,1,96,20,0,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False
36.75,4.71,1,0.0,0,160,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
32.33,7.5,10,1.585,0,420,1,0,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False
31.92,3.125,1,3.04,2,200,5,0,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False
24.83,2.75,8,2.25,6,184,601,1,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False
21.92,0.54,14,0.04,1,840,60,1,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False
34.25,3.0,13,7.415,0,0,1,1,True,True,False,False,False,False,False,False,True,False,True,False,True,True,False
51.83,3.0,1,1.5,0,180,5,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
31.57,1.5,1,0.0,2,200,106,0,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False
38.42,0.705,8,0.375,2,225,501,0,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False
39.17,1.71,14,0.125,5,480,1,1,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False
18.17,2.46,8,0.96,2,160,588,0,True,True,False,False,False,False,False,True,False,False,False,True,True,True,False
39.0,5.0,13,3.5,10,0,1,1,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False
20.0,11.045,8,2.0,0,136,1,0,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False
32.75,2.335,2,5.75,0,292,1,0,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False
18.58,5.71,2,0.54,0,120,1,0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
15.83,7.625,11,0.125,1,0,161,0,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False
39.33,5.875,13,10.0,14,399,1,1,True,True,False,False,False,False,False,False,True,False,True,True,True,True,False
19.58,0.665,9,1.665,0,220,6,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
21.33,10.5,8,3.0,0,0,1,1,True,True,False,False,False,True,False,False,False,False,True,False,True,True,False
22.67,0.75,8,2.0,2,200,395,0,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False
25.67,3.25,8,2.29,1,416,22,0,True,True,False,False,False,False,False,False,True,False,False,True,True,True,False
21.08,10.085,10,1.25,0,260,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
49.0,1.5,5,0.0,0,100,28,0,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False
20.67,5.29,11,0.375,1,160,1,0,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False
19.67,0.21,11,0.29,11,80,100,1,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False
21.83,0.25,2,0.665,0,0,1,1,True,True,False,False,False,False,False,False,True,False,True,False,True,True,False
26.83,0.54,4,0.0,0,100,1,0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
38.58,5.0,13,13.5,0,980,1,0,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False
50.08,12.54,6,2.29,3,156,1,1,False,True,False,False,False,True,False,False,False,False,True,True,True,True,False
15.75,0.375,8,1.0,0,120,19,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
24.5,12.75,8,4.75,2,73,445,1,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False
21.0,4.79,9,2.25,1,80,301,1,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False
22.08,11.0,13,0.665,0,100,1,1,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False
54.58,9.415,1,14.415,11,30,301,1,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False
18.08,5.5,4,0.5,0,80,1,1,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False
36.67,4.415,4,0.25,10,320,1,1,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False
38.17,10.125,14,2.5,6,520,197,1,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False
21.83,1.54,4,0.085,0,356,1,0,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False
51.92,6.5,3,3.085,0,73,1,0,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False
22.17,2.25,3,0.125,0,160,11,0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
52.42,1.5,2,3.75,0,0,351,0,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False
60.92,5.0,6,4.0,4,0,100,1,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False
20.17,5.625,9,1.71,0,120,1,1,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False
23.25,4.0,8,0.25,0,160,1,1,True,True,False,False,False,False,True,False,False,False,True,False,True,True,False
36.17,0.42,9,0.29,0,309,3,0,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False
42.25,1.75,8,0.0,0,150,2,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
23.58,0.835,3,0.085,0,220,6,0,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False
36.0,1.0,8,2.0,11,0,457,1,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False
39.58,5.0,1,0.0,2,17,2,0,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False
18.83,4.415,8,3.0,0,240,1,1,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
27.25,0.625,6,0.455,0,200,1,0,True,True,False,False,False,True,False,False,False,False,True,False,True,True,False
32.42,3.0,2,0.165,0,120,1,0,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False
19.42,1.5,13,2.0,0,100,21,0,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False
22.58,10.75,11,0.415,5,0,561,1,False,True,False,False,False,True,False,False,False,False,True,True,True,True,False
39.92,6.21,11,0.04,1,200,301,1,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False
22.67,0.165,8,2.25,0,0,1,1,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
23.42,0.79,11,1.5,2,80,401,1,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False
30.0,5.29,10,2.25,5,99,501,1,False,True,False,True,False,False,False,False,False,False,True,True,True,True,False
40.33,7.54,11,8.0,14,0,2301,1,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False
36.75,5.125,10,5.0,0,0,4001,1,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False
31.0,2.085,8,0.085,0,300,1,0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
25.17,2.875,14,0.875,0,360,1,1,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
27.42,12.5,6,0.25,0,720,1,0,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False
31.57,4.0,14,5.0,3,290,2280,1,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False
34.08,6.5,6,0.125,0,443,1,0,True,True,False,False,False,True,False,False,False,False,True,False,True,True,False
22.08,2.335,4,0.75,0,180,1,0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
31.08,3.085,8,2.5,2,160,42,0,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False
31.57,0.5,8,0.835,0,320,1,0,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False
16.0,3.125,9,0.085,1,0,7,0,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False
27.25,1.665,13,5.085,9,399,828,1,True,True,False,False,False,False,False,False,True,False,True,True,False,True,False
25.17,3.0,8,1.25,1,0,23,0,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False
67.75,5.5,10,13.0,1,0,1,1,True,True,False,False,False,False,False,False,False,True,True,True,True,True,False
18.83,9.5,9,1.625,6,40,601,1,False,True,False,False,False,True,False,False,False,False,True,True,True,True,False
27.25,0.29,7,0.125,1,272,109,0,False,True,False,False,False,False,False,False,True,False,False,True,True,True,False
19.58,0.665,8,1.0,1,2000,3,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
30.75,1.585,2,0.585,0,0,1,0,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
50.25,0.835,6,0.5,0,240,118,0,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False
31.08,1.5,9,0.04,0,160,1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
51.58,15.0,8,8.5,9,0,1,1,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False
36.58,0.29,1,0.0,10,200,19,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
33.58,2.75,7,4.25,6,204,1,1,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False
20.83,3.0,6,0.04,0,100,1,1,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
36.17,18.125,9,0.085,0,320,3553,0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
50.75,0.585,1,0.0,0,145,1,0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
23.58,0.83,11,0.415,1,200,12,0,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False
35.17,4.5,14,5.75,0,711,1,1,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False
58.42,21.0,3,10.0,13,0,6701,1,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False
28.25,0.875,7,0.96,3,396,1,1,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False
31.57,0.625,4,0.25,0,380,2011,0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
31.75,3.0,5,0.0,0,160,21,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
19.42,6.5,9,1.46,7,80,2955,1,True,True,False,False,False,False,False,False,True,False,True,True,False,True,False
39.08,6.0,7,1.29,5,108,1098,1,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False
17.08,3.29,3,0.335,0,140,3,0,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False
44.83,7.0,8,1.625,0,160,3,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
16.25,0.0,6,0.25,0,60,1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
41.17,6.5,11,0.5,3,145,1,1,False,True,False,False,False,True,False,False,False,False,True,True,True,True,False
28.92,15.0,8,5.335,11,0,2284,1,True,True,False,False,False,False,False,False,True,False,True,True,False,True,False
26.17,2.0,5,0.0,0,276,2,0,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False
38.58,3.335,9,4.0,14,383,1345,1,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False
25.17,6.0,8,1.0,3,0,1,1,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False
28.17,0.375,11,0.585,4,80,1,1,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False
73.42,17.75,1,0.0,0,0,1,1,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False
22.5,11.5,7,1.5,0,0,4001,0,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False
27.17,1.25,1,0.0,1,92,301,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
19.17,8.585,13,0.75,7,96,1,1,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False
25.58,0.0,8,0.0,0,184,1,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
31.57,0.04,2,4.25,0,460,1,0,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False
22.5,8.5,11,1.75,10,80,991,0,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False
22.92,1.25,11,0.25,0,120,810,0,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False
23.25,12.625,8,0.125,2,0,5553,0,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False
29.5,1.085,14,1.0,0,280,14,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
32.0,6.0,2,1.25,0,272,1,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
27.0,1.5,9,0.375,0,260,1066,1,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False
19.33,10.915,8,0.585,2,200,8,0,True,True,False,False,False,False,True,False,False,False,False,True,True,True,False
35.75,2.415,9,0.125,2,220,2,0,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False
18.83,0.0,11,0.665,0,160,2,0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
28.75,3.75,8,1.085,1,371,1,1,False,True,False,False,False,True,False,False,False,False,True,True,True,True,False
34.42,4.25,3,3.25,2,274,611,1,True,True,False,False,False,False,True,False,False,False,True,True,False,True,False
33.25,3.0,6,2.0,0,180,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
53.92,9.625,10,8.665,5,0,1,1,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False
25.25,1.0,6,0.5,0,200,1,0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
32.42,2.165,4,0.0,0,120,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
21.08,5.0,1,0.0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
56.5,16.0,5,0.0,15,0,248,1,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False
32.25,0.165,8,3.25,1,432,8001,1,True,False,False,False,False,False,False,False,True,False,True,True,True,True,False
20.5,11.835,8,6.0,0,340,1,1,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
30.25,5.5,4,5.5,0,100,1,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
24.58,0.67,6,1.75,0,400,1,0,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
23.17,11.125,14,0.46,1,100,1,1,True,True,False,False,False,False,False,False,True,False,True,True,False,True,False
31.57,11.25,1,0.0,0,184,5201,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
32.33,0.54,13,0.04,0,440,11178,1,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
23.92,1.5,2,1.875,6,200,328,1,True,True,False,False,False,False,False,False,True,False,True,True,False,True,False
36.75,0.125,8,1.5,0,232,114,1,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False
29.83,1.25,4,0.25,0,224,1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
24.08,0.5,11,1.25,1,0,679,1,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False
21.17,0.25,8,0.25,0,280,205,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
31.42,15.5,8,0.5,0,120,1,0,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False
22.83,3.0,7,1.29,1,260,801,1,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False
37.5,1.75,8,0.25,0,164,401,0,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False
24.83,4.5,9,1.0,0,360,7,0,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False
36.33,3.79,9,1.165,0,200,1,0,True,True,False,False,False,True,False,False,False,False,True,False,True,True,False
47.25,0.75,11,2.75,1,333,893,1,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False
32.08,4.0,13,1.5,0,120,1,0,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False
30.58,10.665,11,0.085,12,129,4,0,False,True,False,False,False,False,False,False,True,False,False,True,True,True,False
27.83,1.54,9,3.75,5,100,4,1,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False
54.83,15.5,10,0.0,20,152,131,0,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False
16.08,0.75,8,1.75,5,352,691,1,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False
24.58,12.5,9,0.875,0,260,1,0,True,True,False,False,False,True,False,False,False,False,True,False,True,True,False
32.67,5.5,11,5.5,12,408,1001,1,True,True,False,False,False,False,False,False,True,False,True,True,True,True,False
30.17,0.5,8,1.75,11,32,541,1,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False
22.25,0.46,4,0.125,0,280,56,0,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False
41.75,0.96,14,2.5,0,510,601,1,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False
36.67,2.0,3,0.25,0,221,1,0,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False
25.83,12.835,13,0.5,0,0,3,0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
29.92,1.835,8,4.335,0,260,201,1,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False
20.08,0.25,11,0.125,0,200,1,0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
19.67,0.375,11,2.0,2,80,1,1,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False
51.42,0.04,14,0.04,0,0,3001,1,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False
62.75,7.0,10,0.0,0,0,13,0,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False
40.58,3.29,7,3.5,0,400,1,0,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
16.33,0.21,6,0.125,0,200,2,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
29.5,0.58,9,0.29,1,340,2804,0,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False
34.0,4.5,6,1.0,0,240,1,0,True,True,False,False,False,True,False,False,False,False,True,False,True,True,False
71.58,0.0,8,0.0,0,184,1,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
42.0,0.205,3,5.125,0,400,1,1,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False
22.5,11.0,11,3.0,0,268,1,0,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
24.42,2.0,10,0.165,2,320,1301,0,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False
44.33,0.5,3,5.0,0,320,1,1,True,True,False,False,False,False,False,False,True,False,True,False,True,True,False
23.0,11.75,14,0.5,2,300,552,1,False,True,False,False,False,False,False,False,True,False,True,True,True,True,False
34.42,1.335,3,0.125,0,440,4501,0,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False
23.08,11.5,3,3.5,9,56,743,1,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False
25.92,0.875,4,0.375,2,174,4,0,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False
17.58,9.0,6,1.375,0,0,1,1,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False
20.42,1.085,11,1.5,0,108,8,0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
31.67,16.165,2,3.0,9,250,731,1,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False
57.58,2.0,1,6.5,1,0,11,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
59.67,1.54,11,0.125,0,260,1,1,True,True,False,False,False,True,False,False,False,False,True,False,True,True,False
65.17,14.0,1,0.0,11,0,1401,1,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False
30.08,1.04,3,0.5,10,132,29,0,True,False,False,False,False,False,True,False,False,False,True,True,True,True,False
48.58,6.5,11,6.0,0,350,1,1,True,True,False,False,False,False,False,False,True,False,True,False,True,True,False
23.58,11.5,4,3.0,0,20,17,0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
20.17,9.25,8,1.665,3,40,29,1,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False
48.17,7.625,9,15.5,12,0,791,1,True,True,False,False,False,False,False,False,True,False,True,True,False,True,False
23.25,1.5,11,2.375,3,0,583,1,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False
32.25,14.0,1,0.0,2,160,2,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
33.58,0.335,13,0.085,0,180,1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
23.58,0.46,9,2.625,6,208,348,0,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False
16.92,0.335,4,0.29,0,200,1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
20.83,8.5,8,0.165,0,0,352,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
60.58,16.5,11,11.0,0,21,10562,1,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False
31.57,5.0,6,8.5,0,0,1,0,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
25.0,12.33,13,3.5,6,400,459,1,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False
21.5,9.75,8,0.25,0,140,1,0,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False
20.42,0.0,8,0.0,0,184,1,0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True
25.25,13.5,1,2.0,1,200,2,0,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
42.83,4.625,11,4.58,0,0,1,1,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False
26.67,1.75,8,1.0,5,160,5778,1,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False
57.83,7.04,7,14.0,6,360,1333,1,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False
55.92,11.5,1,5.0,5,0,8852,1,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False
51.33,10.0,3,0.0,11,0,1250,1,True,True,False,False,False,False,True,False,False,False,True,True,False,True,False
39.83,0.5,7,0.25,0,288,1,0,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False
27.58,2.04,6,2.0,3,370,561,1,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False
30.17,6.5,13,3.125,8,330,1201,1,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False
51.83,2.04,1,1.5,0,120,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
25.0,11.0,6,4.5,0,120,1,0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
29.67,0.75,8,0.04,0,240,1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
33.67,0.375,13,0.375,0,300,45,1,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
25.75,0.75,8,0.25,0,349,24,1,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False
28.67,1.04,8,2.5,5,300,1431,1,False,True,False,False,False,True,False,False,False,False,True,True,True,True,False
18.08,0.375,13,10.0,0,300,1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
20.42,7.0,8,1.625,3,200,1392,1,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False
17.5,22.0,1,0.0,0,450,100001,1,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True
18.08,6.75,7,0.04,0,140,1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
47.67,2.5,7,2.5,12,410,2511,1,True,True,False,False,False,False,True,False,False,False,True,True,True,True,False
57.42,8.5,10,7.0,3,0,1,1,True,True,False,False,False,False,False,False,True,False,True,True,False,True,False
13.75,4.0,9,1.75,2,120,1001,1,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False
19.33,9.5,11,1.0,0,60,401,1,True,True,False,False,False,True,False,False,False,False,True,False,True,True,False
21.92,11.665,4,0.085,0,320,6,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
17.58,10.0,9,0.165,1,120,2,0,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False
34.83,2.5,9,3.0,0,200,1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
29.17,3.5,9,3.5,3,329,1,0,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False
21.42,0.75,12,0.75,0,132,3,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False
18.17,10.25,8,1.085,0,320,14,0,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False
28.0,3.0,9,0.75,0,300,68,0,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False
45.83,10.5,11,5.0,7,0,1,1,False,True,False,False,False,True,False,False,False,False,True,True,True,True,False
22.75,11.5,3,0.415,0,0,1,0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
31.57,3.5,2,3.0,0,300,1,0,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False
20.42,7.5,4,1.5,1,160,235,1,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False
21.25,2.335,3,0.5,4,80,1,1,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False
26.67,4.25,13,4.29,1,120,1,1,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False
27.33,1.665,1,0.0,0,340,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
42.08,1.04,9,5.0,6,500,10001,1,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False
18.25,10.0,9,1.0,1,120,2,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
28.5,1.0,11,1.0,2,167,501,0,False,True,False,False,False,True,False,False,False,False,True,True,True,True,False
21.5,6.0,6,2.5,3,80,919,1,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False
21.83,11.0,14,0.29,6,121,1,1,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False
21.92,0.5,8,0.125,0,360,1,0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
32.67,9.0,9,5.25,0,154,1,1,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False
